dataset,method,params_tag,target_size,K_request,multiplicity_cap,split_id,seed,num_subgraphs,total_nodes,total_edges,unique_origs,coverage,multiplicity_max,multiplicity_p95,mean_size,mean_avg_deg,pos_rate_sub,pos_rate_source,prior_shift,deg_ratio,train_unique,val_unique
questions,forest_fire,ff_b0.5_M2,1500,15,2,1,3417,9,13500,38788,9989,0.33150803132881984,2,2,1500.0,5.74637037037037,0.05162962962962963,0.03056551143527031,0.6891465971039799,1.0295984587208333,6654,3335
questions,forest_fire,ff_b0.5_Minf,1500,15,-1,1,3417,15,22500,164174,9386,0.3114960838975176,15,8,1500.0,14.593244444444446,0.07786666666666667,0.03056551143527031,1.5475335765792018,2.6147256475513165,6250,3136
questions,forest_fire,ff_b0.7_M1,1500,15,1,1,3417,7,7589,19628,7589,0.25185848931368643,1,1,1084.142857142857,4.198095238095237,0.04980893398339702,0.03056551143527031,0.6295796027780922,0.7521882698325862,5083,2506
questions,forest_fire,ff_b0.7_M2,1500,15,2,1,3417,11,13526,38991,9903,0.32865392273994426,2,2,1229.6363636363637,4.988424242424242,0.047168416383261864,0.03056551143527031,0.543190811092827,0.8937944442162028,6595,3308
questions,forest_fire,ff_b0.7_Minf,1500,15,-1,1,3417,15,22500,159393,9327,0.30953803265631225,15,7,1500.0,14.168266666666666,0.07666666666666666,0.03056551143527031,1.5082736413237003,2.538580805365935,6156,3171
questions,rwr,rwr_r0.1_M1,1500,15,1,1,3417,9,7239,19527,7239,0.24024293110314615,1,1,804.3333333333334,3.580661832986689,0.05069761016715016,0.03056551143527031,0.6586540773091372,0.6415604402133227,4832,2407
questions,rwr,rwr_r0.1_M2,1500,15,2,1,3417,11,12508,37508,9328,0.3095712199654852,2,2,1137.090909090909,4.9965972824436085,0.0542053086024944,0.03056551143527031,0.7734140885320027,0.8952588380621673,6211,3117
questions,rwr,rwr_r0.15_M1,1500,15,1,1,3417,6,7101,19731,7101,0.235663082437276,1,1,1183.5,4.644438580527752,0.05111956062526405,0.03056551143527031,0.6724588670312877,0.8321612593562675,4734,2367
questions,rwr,rwr_r0.15_M2,1500,15,2,1,3417,11,11418,37105,8555,0.28391742997477765,2,2,1038.0,4.937034646353279,0.05394990366088632,0.03056551143527031,0.7650581039724456,0.8845867799866625,5690,2865
questions,metis,metis_K5,,5,1,1,3417,5,27576,56601,27576,0.9151732377538829,1,1,5515.2,3.950047255650869,0.031621700029010734,0.03056551143527031,0.0345549131732068,0.7077445942682015,18353,9223
questions,metis,metis_K15,,15,1,1,3417,15,29642,45136,29642,0.9837382185052436,1,1,1976.1333333333334,3.0229166190182792,0.030935834289184266,0.03056551143527031,0.01211570939024531,0.5416271648327831,19773,9869
questions,uniform,uniform_K15,1500,15,-1,1,3417,15,2111,2414,1877,0.06229257931766893,5,2,140.73333333333332,2.264864440178065,0.07342491710090004,0.03056551143527031,1.4022145762682445,0.40580414879674054,1262,615
questions,bfs_partition,bfs_part_mn32,1500,0,1,1,3417,1383,15844,28700,15844,0.5258197265365724,1,1,11.456254519161243,1.268524459763467,0.0398258015652613,0.03056551143527031,0.3029653257921707,0.22728622494584586,10613,5231
questions,forest_fire,ff_b0.3_M1,1500,15,1,2,3427,8,9013,22292,9013,0.286718625735645,1,1,1126.625,4.13225,0.04382558526572728,0.030666453763842583,0.4291050932468765,0.744362887374791,6069,2944
questions,forest_fire,ff_b0.3_M2,1500,15,2,2,3427,9,12006,37569,9079,0.288818196278034,2,2,1334.0,5.750222222222223,0.05422288855572214,0.030666453763842583,0.768149945646923,1.0358163267904943,6089,2990
questions,forest_fire,ff_b0.3_Minf,1500,15,-1,2,3427,15,22500,162852,10050,0.31970733259106093,15,7,1500.0,14.475733333333334,0.0756,0.030666453763842583,1.465234506153969,2.6075863417913987,6728,3322
questions,forest_fire,ff_b0.5_M1,1500,15,1,2,3427,7,6016,17918,6016,0.19137903610625098,1,1,859.4285714285714,4.003549783549783,0.05319148936170213,0.030666453763842583,0.7345171297379611,0.7211794728372765,3998,2018
questions,forest_fire,ff_b0.5_M2,1500,15,2,2,3427,9,13500,37439,10046,0.3195800858915222,2,2,1500.0,5.546518518518519,0.05,0.030666453763842583,0.6304461019536833,0.9991221584662574,6686,3360
questions,forest_fire,ff_b0.5_Minf,1500,15,-1,2,3427,15,22500,162330,9792,0.31149992047081276,15,7,1500.0,14.42933333333333,0.07555555555555556,0.030666453763842583,1.4637852207300104,2.5992280774138337,6526,3266
questions,forest_fire,ff_b0.7_M1,1500,15,1,2,3427,8,9004,20209,9004,0.28643232066168284,1,1,1125.5,3.617833333333333,0.0444247001332741,0.030666453763842583,0.4486415832551607,0.6516984369388987,5964,3040
questions,forest_fire,ff_b0.7_M2,1500,15,2,2,3427,12,16502,39479,12087,0.38450771433115954,2,2,1375.1666666666667,4.469777777777778,0.042782693006908255,0.030666453763842583,0.3950975008838935,0.8051634563713094,8075,4012
questions,forest_fire,ff_b0.7_Minf,1500,15,-1,2,3427,15,22500,163839,9184,0.29215842214092574,15,8,1500.0,14.563466666666669,0.07368888888888889,0.030666453763842583,1.4029152329237395,2.6233901865052993,6158,3026
questions,rwr,rwr_r0.1_M1,1500,15,1,2,3427,7,6879,20548,6879,0.21883251153173214,1,1,982.7142857142857,4.467700409138396,0.05233318796336677,0.030666453763842583,0.7065288463536155,0.8047892495545504,4590,2289
questions,rwr,rwr_r0.1_M2,1500,15,2,2,3427,9,12002,39893,8980,0.28566884046445046,2,2,1333.5555555555557,6.021037037037037,0.0563239460089985,0.030666453763842583,0.8366631643404265,1.0845995556608252,5981,2999
questions,rwr,rwr_r0.15_M1,1500,15,1,2,3427,8,7431,21198,7431,0.236392556068077,1,1,928.875,4.222291451205256,0.05234827075763693,0.030666453763842583,0.7070206800161023,0.7605825049203315,4929,2502
questions,rwr,rwr_r0.15_M2,1500,15,2,2,3427,11,12852,39395,9552,0.30386511849848896,2,2,1168.3636363636363,5.201372936907939,0.050809212573918454,0.030666453763842583,0.6568336516896283,0.9369493563143299,6383,3169
questions,metis,metis_K5,,5,1,2,3427,5,28940,59187,28940,0.9206298711627167,1,1,5788.0,3.955491056705045,0.03144436765722184,0.030666453763842583,0.025366933502316558,0.7125224136860379,19313,9627
questions,metis,metis_K15,,15,1,2,3427,15,31038,47734,31038,0.987370765070781,1,1,2069.2,3.056101605519048,0.030897609382047813,0.030666453763842583,0.007537735532948231,0.55051088757817,20751,10287
questions,uniform,uniform_K15,1500,15,-1,2,3427,15,1764,2010,1601,0.05093049149037697,4,2,117.6,2.2366506344023596,0.0663265306122449,0.030666453763842583,1.162836665856927,0.4028990802280593,1053,548
questions,bfs_partition,bfs_part_mn32,1500,0,1,2,3427,1315,13888,24711,13888,0.44180054079847303,1,1,10.561216730038023,1.2653440020684659,0.04097062211981567,0.030666453763842583,0.33600782259741635,0.22793275210891323,9250,4638
