model,seed,AUROC,AUPRC,RecK,time_sec,dataset,method,params_tag,target_size,K_request,multiplicity_cap,split_id,num_subgraphs_actual
GIN,3437,0.7357491547573537,0.3789489494849757,0.3862928348909657,1.456928014755249,tolokers,forest_fire,ff_b0.5_M2,500,15,2,3,15
GraphSAGE,3437,0.7467440873684011,0.3954633604442345,0.40186915887850466,2.060349464416504,tolokers,forest_fire,ff_b0.5_M2,500,15,2,3,15
XGBGraph,3437,0.7502965466381439,0.40152698461272024,0.4205607476635514,0.3529386520385742,tolokers,forest_fire,ff_b0.5_M2,500,15,2,3,15
XGBoost,3437,0.6968954447725096,0.34942412693094904,0.38006230529595014,0.3051469326019287,tolokers,forest_fire,ff_b0.5_M2,500,15,2,3,15
GCN,3437,0.7058223458567521,0.3715990630669149,0.3598130841121495,2.9921135902404785,tolokers,forest_fire,ff_b0.5_Minf,500,15,-1,3,15
GIN,3437,0.7252049730362851,0.3539584803864776,0.3862928348909657,2.350691318511963,tolokers,forest_fire,ff_b0.5_Minf,500,15,-1,3,15
GraphSAGE,3437,0.7532423562138552,0.40370835323514864,0.40342679127725856,2.0593535900115967,tolokers,forest_fire,ff_b0.5_Minf,500,15,-1,3,15
XGBGraph,3437,0.7386844581093135,0.38868429563561063,0.3925233644859813,0.34515833854675293,tolokers,forest_fire,ff_b0.5_Minf,500,15,-1,3,15
XGBoost,3437,0.7005763511003744,0.3460977071194521,0.3629283489096573,0.2658653259277344,tolokers,forest_fire,ff_b0.5_Minf,500,15,-1,3,15
GCN,3437,0.639963234995079,0.3353786081712218,0.35669781931464173,5.1469151973724365,tolokers,forest_fire,ff_b0.7_M1,500,15,1,3,14
GIN,3437,0.743835557941485,0.3944762043923604,0.3707165109034268,1.5001468658447266,tolokers,forest_fire,ff_b0.7_M1,500,15,1,3,14
GraphSAGE,3437,0.7472883775408117,0.38805974867610044,0.3956386292834891,2.0126092433929443,tolokers,forest_fire,ff_b0.7_M1,500,15,1,3,14
XGBGraph,3437,0.7595769313150539,0.40901327862343007,0.4190031152647975,0.38244152069091797,tolokers,forest_fire,ff_b0.7_M1,500,15,1,3,14
XGBoost,3437,0.7198152802518241,0.3678692954326144,0.37694704049844235,0.25896120071411133,tolokers,forest_fire,ff_b0.7_M1,500,15,1,3,14
GCN,3437,0.7045473647679547,0.3929592949332589,0.38006230529595014,4.339265823364258,tolokers,forest_fire,ff_b0.7_M2,500,15,2,3,15
GIN,3437,0.7223818490411545,0.3561485958941998,0.3613707165109034,1.6016685962677002,tolokers,forest_fire,ff_b0.7_M2,500,15,2,3,15
GraphSAGE,3437,0.7222083268940348,0.3654888769379094,0.3691588785046729,2.2573654651641846,tolokers,forest_fire,ff_b0.7_M2,500,15,2,3,15
XGBGraph,3437,0.7292834213144845,0.3936549628974063,0.3956386292834891,0.35295820236206055,tolokers,forest_fire,ff_b0.7_M2,500,15,2,3,15
XGBoost,3437,0.6928376700313696,0.34469708363298934,0.3629283489096573,0.25258755683898926,tolokers,forest_fire,ff_b0.7_M2,500,15,2,3,15
GCN,3437,0.7128696496208271,0.40240878006204983,0.3847352024922118,4.69319224357605,tolokers,forest_fire,ff_b0.7_Minf,500,15,-1,3,15
GIN,3437,0.7228956372736417,0.36455217148917474,0.3862928348909657,2.6531314849853516,tolokers,forest_fire,ff_b0.7_Minf,500,15,-1,3,15
GraphSAGE,3437,0.7497014198991944,0.39123805358972763,0.40809968847352024,1.579026699066162,tolokers,forest_fire,ff_b0.7_Minf,500,15,-1,3,15
XGBGraph,3437,0.7557343647055952,0.4129280597652012,0.4470404984423676,0.297954797744751,tolokers,forest_fire,ff_b0.7_Minf,500,15,-1,3,15
XGBoost,3437,0.7002106667317375,0.35957030670085066,0.38161993769470404,0.22792530059814453,tolokers,forest_fire,ff_b0.7_Minf,500,15,-1,3,15
GCN,3437,0.6772630405960485,0.36210164480012913,0.35669781931464173,4.892853736877441,tolokers,rwr,rwr_r0.1_M1,500,15,1,3,12
GIN,3437,0.7419603664570844,0.3938041786373211,0.38161993769470404,1.6314785480499268,tolokers,rwr,rwr_r0.1_M1,500,15,1,3,12
GraphSAGE,3437,0.7440646614013541,0.3999380194888784,0.37694704049844235,2.1632790565490723,tolokers,rwr,rwr_r0.1_M1,500,15,1,3,12
XGBGraph,3437,0.7773409222159863,0.43415472188991777,0.4470404984423676,0.36537957191467285,tolokers,rwr,rwr_r0.1_M1,500,15,1,3,12
XGBoost,3437,0.7037102559722799,0.3583625026215634,0.3691588785046729,0.268420934677124,tolokers,rwr,rwr_r0.1_M1,500,15,1,3,12
GCN,3437,0.7078632645480697,0.39454399702286647,0.37227414330218067,4.817249059677124,tolokers,rwr,rwr_r0.1_M2,500,15,2,3,14
GIN,3437,0.7304906203145632,0.3624170294352781,0.38317757009345793,2.8352067470550537,tolokers,rwr,rwr_r0.1_M2,500,15,2,3,14
GraphSAGE,3437,0.7671424291473825,0.42658092330239566,0.4205607476635514,1.7945663928985596,tolokers,rwr,rwr_r0.1_M2,500,15,2,3,14
XGBGraph,3437,0.7610257734614144,0.4243169662427094,0.43302180685358255,0.37273621559143066,tolokers,rwr,rwr_r0.1_M2,500,15,2,3,14
XGBoost,3437,0.7133431075105265,0.37169727118979434,0.38161993769470404,0.26891613006591797,tolokers,rwr,rwr_r0.1_M2,500,15,2,3,14
GCN,3437,0.6461049700538732,0.3741881751500912,0.37383177570093457,4.8656463623046875,tolokers,rwr,rwr_r0.15_M1,500,15,1,3,13
GIN,3437,0.7409453296785232,0.3768068517919462,0.38317757009345793,1.5813798904418945,tolokers,rwr,rwr_r0.15_M1,500,15,1,3,13
GraphSAGE,3437,0.7558804351067839,0.41567833146254984,0.3987538940809969,1.203648567199707,tolokers,rwr,rwr_r0.15_M1,500,15,1,3,13
XGBGraph,3437,0.7658616865810443,0.42267227321042333,0.4143302180685358,0.3157496452331543,tolokers,rwr,rwr_r0.15_M1,500,15,1,3,13
XGBoost,3437,0.6991393708195398,0.3423455303965952,0.3660436137071651,0.23212599754333496,tolokers,rwr,rwr_r0.15_M1,500,15,1,3,13
GCN,3437,0.7158832412852569,0.4092643204732103,0.38317757009345793,4.552901268005371,tolokers,rwr,rwr_r0.15_M2,500,15,2,3,13
GIN,3437,0.7290156820640459,0.3558957463320048,0.3644859813084112,1.2857885360717773,tolokers,rwr,rwr_r0.15_M2,500,15,2,3,13
GraphSAGE,3437,0.7138657074145472,0.3624914184727066,0.3660436137071651,2.523843288421631,tolokers,rwr,rwr_r0.15_M2,500,15,2,3,13
XGBGraph,3437,0.7657542519704253,0.42529124812969177,0.4485981308411215,0.2985844612121582,tolokers,rwr,rwr_r0.15_M2,500,15,2,3,13
XGBoost,3437,0.7225648606806948,0.3773743493310012,0.3940809968847352,0.24347639083862305,tolokers,rwr,rwr_r0.15_M2,500,15,2,3,13
GCN,3437,0.6978552391487653,0.40396392076752885,0.3987538940809969,4.589229583740234,tolokers,metis,metis_K5,,5,1,3,5
GIN,3437,0.7592214142597247,0.41227017744664096,0.411214953271028,3.0968222618103027,tolokers,metis,metis_K5,,5,1,3,5
GraphSAGE,3437,0.7539289887725749,0.38529186707349183,0.40186915887850466,1.886795997619629,tolokers,metis,metis_K5,,5,1,3,5
XGBGraph,3437,0.7536737892085492,0.4245522870528853,0.4236760124610592,0.45619654655456543,tolokers,metis,metis_K5,,5,1,3,5
XGBoost,3437,0.7218304417494286,0.37965915258130517,0.3660436137071651,0.3810718059539795,tolokers,metis,metis_K5,,5,1,3,5
GCN,3437,0.6602639705663058,0.37143986041896004,0.37850467289719625,4.6921751499176025,tolokers,metis,metis_K15,,15,1,3,15
GIN,3437,0.7599971802651093,0.42064789717531914,0.42834890965732086,2.820422649383545,tolokers,metis,metis_K15,,15,1,3,15
GraphSAGE,3437,0.7505954656493932,0.39975035508952367,0.3987538940809969,1.9661312103271484,tolokers,metis,metis_K15,,15,1,3,15
XGBGraph,3437,0.7664137716936575,0.4304522863402125,0.4221183800623053,0.3367445468902588,tolokers,metis,metis_K15,,15,1,3,15
XGBoost,3437,0.7255306659725781,0.381415619000798,0.3847352024922118,0.2720022201538086,tolokers,metis,metis_K15,,15,1,3,15
GCN,3437,0.7099109614482593,0.3753568299622665,0.367601246105919,1.9751160144805908,tolokers,uniform,uniform_K15,500,15,-1,3,15
GIN,3437,0.7258268737002785,0.34947639868274366,0.3582554517133956,0.9547483921051025,tolokers,uniform,uniform_K15,500,15,-1,3,15
GraphSAGE,3437,0.7361080609171187,0.40502583502269685,0.3878504672897196,1.24107027053833,tolokers,uniform,uniform_K15,500,15,-1,3,15
XGBGraph,3437,0.7572984364027775,0.42283548885316696,0.4205607476635514,0.2733039855957031,tolokers,uniform,uniform_K15,500,15,-1,3,15
XGBoost,3437,0.7175415300857579,0.37881978484592405,0.3894080996884735,0.2192387580871582,tolokers,uniform,uniform_K15,500,15,-1,3,15
GCN,3437,0.6111117889319982,0.3117485403317476,0.3442367601246106,5.601147651672363,tolokers,bfs_partition,bfs_part_mn32,500,0,1,3,305
GIN,3437,0.7529573325307934,0.39746322594710914,0.3894080996884735,3.554194688796997,tolokers,bfs_partition,bfs_part_mn32,500,0,1,3,305
GraphSAGE,3437,0.74750799150826,0.39921365055155245,0.3956386292834891,1.8498773574829102,tolokers,bfs_partition,bfs_part_mn32,500,0,1,3,305
XGBGraph,3437,0.7659101507744781,0.42173910844839463,0.4252336448598131,0.3494608402252197,tolokers,bfs_partition,bfs_part_mn32,500,0,1,3,305
XGBoost,3437,0.7311043871279104,0.3820147328322171,0.3878504672897196,0.28504467010498047,tolokers,bfs_partition,bfs_part_mn32,500,0,1,3,305
GCN,3437,0.692822419061408,0.38671699032751694,0.37694704049844235,4.878814458847046,tolokers,bfs_snowball,bfs_snow_ts500_mn8_dinf_M1,500,15,1,3,11
GIN,3437,0.7413011856442958,0.3764410842677875,0.3987538940809969,2.068861246109009,tolokers,bfs_snowball,bfs_snow_ts500_mn8_dinf_M1,500,15,1,3,11
GraphSAGE,3437,0.7618486480184585,0.41236822089342984,0.4252336448598131,2.2297890186309814,tolokers,bfs_snowball,bfs_snow_ts500_mn8_dinf_M1,500,15,1,3,11
XGBGraph,3437,0.758192482152976,0.4042013381537055,0.4174454828660436,0.3390786647796631,tolokers,bfs_snowball,bfs_snow_ts500_mn8_dinf_M1,500,15,1,3,11
XGBoost,3437,0.7203433027229422,0.3703228142383931,0.3847352024922118,0.2740941047668457,tolokers,bfs_snowball,bfs_snow_ts500_mn8_dinf_M1,500,15,1,3,11
GCN,3437,0.6912844434683825,0.3919162253482066,0.37850467289719625,4.38247275352478,tolokers,bfs_snowball,bfs_snow_ts500_mn8_dinf_Minf,500,15,-1,3,15
GIN,3437,0.7239110129626466,0.3511590444053362,0.3691588785046729,1.258096694946289,tolokers,bfs_snowball,bfs_snow_ts500_mn8_dinf_Minf,500,15,-1,3,15
GraphSAGE,3437,0.7245583319099095,0.3805799167901078,0.3987538940809969,3.3330459594726562,tolokers,bfs_snowball,bfs_snow_ts500_mn8_dinf_Minf,500,15,-1,3,15
XGBGraph,3437,0.7426483546575784,0.3770353077387569,0.397196261682243,0.2820463180541992,tolokers,bfs_snowball,bfs_snow_ts500_mn8_dinf_Minf,500,15,-1,3,15
XGBoost,3437,0.7034540396769234,0.35921642356940026,0.3940809968847352,0.2229747772216797,tolokers,bfs_snowball,bfs_snow_ts500_mn8_dinf_Minf,500,15,-1,3,15
GCN,3437,0.6709091475995651,0.370494674527835,0.3598130841121495,5.161295413970947,tolokers,bfs_snowball,bfs_snow_ts500_mn16_dinf_M1,500,15,1,3,11
GIN,3437,0.7263043985153012,0.3427932927775311,0.35046728971962615,1.25453519821167,tolokers,bfs_snowball,bfs_snow_ts500_mn16_dinf_M1,500,15,1,3,11
GraphSAGE,3437,0.758839801100239,0.4067371290381935,0.40342679127725856,1.6341359615325928,tolokers,bfs_snowball,bfs_snow_ts500_mn16_dinf_M1,500,15,1,3,11
XGBGraph,3437,0.7498708751209909,0.4061449794955553,0.4158878504672897,0.32083988189697266,tolokers,bfs_snowball,bfs_snow_ts500_mn16_dinf_M1,500,15,1,3,11
XGBoost,3437,0.7116882078144615,0.3597075450450751,0.38161993769470404,0.34111833572387695,tolokers,bfs_snowball,bfs_snow_ts500_mn16_dinf_M1,500,15,1,3,11
GCN,3437,0.6972689240813494,0.3721625350167851,0.3691588785046729,3.1718368530273438,tolokers,bfs_snowball,bfs_snow_ts500_mn16_dinf_Minf,500,15,-1,3,15
GIN,3437,0.7215216943353152,0.3558106863986691,0.3660436137071651,1.7210850715637207,tolokers,bfs_snowball,bfs_snow_ts500_mn16_dinf_Minf,500,15,-1,3,15
GraphSAGE,3437,0.7389416911360007,0.3708430330891767,0.40654205607476634,1.836744785308838,tolokers,bfs_snowball,bfs_snow_ts500_mn16_dinf_Minf,500,15,-1,3,15
XGBGraph,3437,0.734616177144422,0.40578977622250934,0.4221183800623053,0.34677720069885254,tolokers,bfs_snowball,bfs_snow_ts500_mn16_dinf_Minf,500,15,-1,3,15
XGBoost,3437,0.7079022392490828,0.3689250418634028,0.40186915887850466,0.24798178672790527,tolokers,bfs_snowball,bfs_snow_ts500_mn16_dinf_Minf,500,15,-1,3,15
GCN,3437,0.6406180099721009,0.315039105321142,0.32242990654205606,4.8555052280426025,tolokers,bfs_snowball,bfs_snow_ts500_mn32_dinf_M1,500,15,1,3,12
GIN,3437,0.7284266557130811,0.3503238487741336,0.3613707165109034,1.2602908611297607,tolokers,bfs_snowball,bfs_snow_ts500_mn32_dinf_M1,500,15,1,3,12
GraphSAGE,3437,0.7488954908643302,0.3842601021357197,0.40965732087227413,1.5831100940704346,tolokers,bfs_snowball,bfs_snow_ts500_mn32_dinf_M1,500,15,1,3,12
XGBGraph,3437,0.75823247358532,0.4129310723335697,0.4190031152647975,0.34578752517700195,tolokers,bfs_snowball,bfs_snow_ts500_mn32_dinf_M1,500,15,1,3,12
XGBoost,3437,0.7158920529567903,0.37106801026742137,0.38317757009345793,0.2586023807525635,tolokers,bfs_snowball,bfs_snow_ts500_mn32_dinf_M1,500,15,1,3,12
GCN,3437,0.698589319169588,0.37326502764047154,0.3707165109034268,1.435931921005249,tolokers,bfs_snowball,bfs_snow_ts500_mn32_dinf_Minf,500,15,-1,3,15
GIN,3437,0.7170609550767428,0.3345497348891659,0.34735202492211836,1.3011212348937988,tolokers,bfs_snowball,bfs_snow_ts500_mn32_dinf_Minf,500,15,-1,3,15
GraphSAGE,3437,0.752452017059396,0.41279129596832304,0.40654205607476634,1.8395936489105225,tolokers,bfs_snowball,bfs_snow_ts500_mn32_dinf_Minf,500,15,-1,3,15
XGBGraph,3437,0.7398377703488609,0.39278108743873996,0.40031152647975077,0.29477667808532715,tolokers,bfs_snowball,bfs_snow_ts500_mn32_dinf_Minf,500,15,-1,3,15
XGBoost,3437,0.6955215018341834,0.34419416126542535,0.3644859813084112,0.25193023681640625,tolokers,bfs_snowball,bfs_snow_ts500_mn32_dinf_Minf,500,15,-1,3,15
GCN,3437,0.6863136439922024,0.3675982982047132,0.3598130841121495,1.7198984622955322,tolokers,bfs_snowball,bfs_snow_tsinf_mn8_d2_M1,,15,1,3,15
GIN,3437,0.711040549956755,0.3310849674005308,0.3411214953271028,1.0332837104797363,tolokers,bfs_snowball,bfs_snow_tsinf_mn8_d2_M1,,15,1,3,15
GraphSAGE,3437,0.7180620965271168,0.36162033546956956,0.35202492211838005,1.3356239795684814,tolokers,bfs_snowball,bfs_snow_tsinf_mn8_d2_M1,,15,1,3,15
XGBGraph,3437,0.7516379541738855,0.42559242552471754,0.4517133956386293,0.23929071426391602,tolokers,bfs_snowball,bfs_snow_tsinf_mn8_d2_M1,,15,1,3,15
XGBoost,3437,0.7015442793272764,0.3586599092877377,0.37227414330218067,0.19423913955688477,tolokers,bfs_snowball,bfs_snow_tsinf_mn8_d2_M1,,15,1,3,15
GCN,3437,0.7094351311854546,0.40502789061079936,0.4190031152647975,4.902191638946533,tolokers,bfs_snowball,bfs_snow_tsinf_mn16_d2_M1,,15,1,3,14
GIN,3437,0.7354231229106171,0.37804515942247086,0.397196261682243,2.2656805515289307,tolokers,bfs_snowball,bfs_snow_tsinf_mn16_d2_M1,,15,1,3,14
GraphSAGE,3437,0.7541086113076791,0.42509221314744194,0.4205607476635514,1.515453815460205,tolokers,bfs_snowball,bfs_snow_tsinf_mn16_d2_M1,,15,1,3,14
XGBGraph,3437,0.7513980055798215,0.42240214208919347,0.4158878504672897,0.3126862049102783,tolokers,bfs_snowball,bfs_snow_tsinf_mn16_d2_M1,,15,1,3,14
XGBoost,3437,0.72627694676937,0.3775916973498653,0.3956386292834891,0.2461404800415039,tolokers,bfs_snowball,bfs_snow_tsinf_mn16_d2_M1,,15,1,3,14
GCN,3437,0.7099129949109209,0.39070892244039396,0.367601246105919,5.4633402824401855,tolokers,bfs_snowball,bfs_snow_tsinf_mn8_d3_M1,,15,1,3,15
GIN,3437,0.7281599331939734,0.3571411198434265,0.35669781931464173,1.43123459815979,tolokers,bfs_snowball,bfs_snow_tsinf_mn8_d3_M1,,15,1,3,15
GraphSAGE,3437,0.7498932432102681,0.39480220374568625,0.4205607476635514,1.5491211414337158,tolokers,bfs_snowball,bfs_snow_tsinf_mn8_d3_M1,,15,1,3,15
XGBGraph,3437,0.7558299374506885,0.4102209492994763,0.43146417445482865,0.33791160583496094,tolokers,bfs_snowball,bfs_snow_tsinf_mn8_d3_M1,,15,1,3,15
XGBoost,3437,0.7045310970666623,0.35837451632243744,0.38006230529595014,0.24916481971740723,tolokers,bfs_snowball,bfs_snow_tsinf_mn8_d3_M1,,15,1,3,15
GCN,3437,0.6931111707593494,0.38668266137376095,0.37227414330218067,4.29975152015686,tolokers,bfs_snowball,bfs_snow_tsinf_mn16_d3_M1,,15,1,3,9
GIN,3437,0.7444747430381017,0.38819959341444077,0.397196261682243,2.7136261463165283,tolokers,bfs_snowball,bfs_snow_tsinf_mn16_d3_M1,,15,1,3,9
GraphSAGE,3437,0.7547803318068806,0.39564948966664654,0.42679127725856697,1.9153969287872314,tolokers,bfs_snowball,bfs_snow_tsinf_mn16_d3_M1,,15,1,3,9
XGBGraph,3437,0.7742297243438016,0.4319643616466902,0.43457943925233644,0.4886958599090576,tolokers,bfs_snowball,bfs_snow_tsinf_mn16_d3_M1,,15,1,3,9
XGBoost,3437,0.7217104674523966,0.36731852631071693,0.3909657320872274,0.28498172760009766,tolokers,bfs_snowball,bfs_snow_tsinf_mn16_d3_M1,,15,1,3,9
GCN,3437,0.6956062294450817,0.37403209259264236,0.3644859813084112,4.559602975845337,tolokers,bfs_snowball,bfs_snow_ts500_mn8_d4_M1,500,15,1,3,11
GIN,3437,0.7401502457778537,0.37452043638513427,0.37850467289719625,1.5794801712036133,tolokers,bfs_snowball,bfs_snow_ts500_mn8_d4_M1,500,15,1,3,11
GraphSAGE,3437,0.7626481377548945,0.4150635943592621,0.40965732087227413,1.343155860900879,tolokers,bfs_snowball,bfs_snow_ts500_mn8_d4_M1,500,15,1,3,11
XGBGraph,3437,0.7579606674095584,0.4073247359458533,0.4221183800623053,0.2861812114715576,tolokers,bfs_snowball,bfs_snow_ts500_mn8_d4_M1,500,15,1,3,11
XGBoost,3437,0.7128865951430067,0.3614736914055816,0.38006230529595014,0.2628443241119385,tolokers,bfs_snowball,bfs_snow_ts500_mn8_d4_M1,500,15,1,3,11
GCN,3437,0.6595244679783856,0.3610230688057757,0.3411214953271028,4.9644670486450195,tolokers,bfs_snowball,bfs_snow_ts500_mn16_d4_M1,500,15,1,3,11
GIN,3437,0.7258004386856781,0.3419201135576427,0.35202492211838005,1.1057765483856201,tolokers,bfs_snowball,bfs_snow_ts500_mn16_d4_M1,500,15,1,3,11
GraphSAGE,3437,0.7603730319470541,0.40819496957107193,0.40498442367601245,1.3281121253967285,tolokers,bfs_snowball,bfs_snow_ts500_mn16_d4_M1,500,15,1,3,11
XGBGraph,3437,0.7513210729091259,0.4086183898752892,0.4205607476635514,0.3641800880432129,tolokers,bfs_snowball,bfs_snow_ts500_mn16_d4_M1,500,15,1,3,11
XGBoost,3437,0.7156995518248295,0.36302955184030117,0.3894080996884735,0.2479259967803955,tolokers,bfs_snowball,bfs_snow_ts500_mn16_d4_M1,500,15,1,3,11
GCN,3447,0.7083319776915591,0.38024642421145005,0.3598130841121495,3.53989315032959,tolokers,forest_fire,ff_b0.3_M1,500,15,1,4,11
GIN,3447,0.7344030024754018,0.37327817548332853,0.37383177570093457,1.437943696975708,tolokers,forest_fire,ff_b0.3_M1,500,15,1,4,11
GraphSAGE,3447,0.7731689346553552,0.44649223767596025,0.43769470404984423,2.1702213287353516,tolokers,forest_fire,ff_b0.3_M1,500,15,1,4,11
XGBGraph,3447,0.7689644116921391,0.42362618671988744,0.4252336448598131,0.27493977546691895,tolokers,forest_fire,ff_b0.3_M1,500,15,1,4,11
XGBoost,3447,0.7306207619249029,0.3767220919250875,0.40031152647975077,0.23649096488952637,tolokers,forest_fire,ff_b0.3_M1,500,15,1,4,11
GCN,3447,0.7116282206659454,0.3745778416279175,0.3582554517133956,5.073964595794678,tolokers,forest_fire,ff_b0.3_M2,500,15,2,4,15
GIN,3447,0.7354587085071944,0.37146101053455244,0.37694704049844235,1.4984209537506104,tolokers,forest_fire,ff_b0.3_M2,500,15,2,4,15
GraphSAGE,3447,0.7899816039411217,0.4823545318423773,0.48286604361370716,2.4910829067230225,tolokers,forest_fire,ff_b0.3_M2,500,15,2,4,15
XGBGraph,3447,0.7879793210403738,0.4504508091452983,0.4719626168224299,0.35714221000671387,tolokers,forest_fire,ff_b0.3_M2,500,15,2,4,15
XGBoost,3447,0.7348422304102986,0.3847051414575753,0.3987538940809969,0.271054744720459,tolokers,forest_fire,ff_b0.3_M2,500,15,2,4,15
GCN,3447,0.6556903741300169,0.3200606460920216,0.35202492211838005,3.6181559562683105,tolokers,forest_fire,ff_b0.3_Minf,500,15,-1,4,15
GIN,3447,0.7450305561655943,0.38401308135227924,0.40031152647975077,2.543750286102295,tolokers,forest_fire,ff_b0.3_Minf,500,15,-1,4,15
GraphSAGE,3447,0.7487877173432674,0.39240682336695953,0.40654205607476634,2.2990293502807617,tolokers,forest_fire,ff_b0.3_Minf,500,15,-1,4,15
XGBGraph,3447,0.7684146989526311,0.44679299575488607,0.4532710280373832,0.34418463706970215,tolokers,forest_fire,ff_b0.3_Minf,500,15,-1,4,15
XGBoost,3447,0.7245623988352325,0.3762501219510591,0.3956386292834891,0.28084826469421387,tolokers,forest_fire,ff_b0.3_Minf,500,15,-1,4,15
GCN,3447,0.6884792817267623,0.3663282907547786,0.3598130841121495,4.55413031578064,tolokers,forest_fire,ff_b0.5_M1,500,15,1,4,10
GIN,3447,0.7478279229670118,0.39475833947051175,0.40809968847352024,2.9229390621185303,tolokers,forest_fire,ff_b0.5_M1,500,15,1,4,10
GraphSAGE,3447,0.7681889845971983,0.4312531830492063,0.4423676012461059,1.7008707523345947,tolokers,forest_fire,ff_b0.5_M1,500,15,1,4,10
XGBGraph,3447,0.7646399144318912,0.4459862067553559,0.45638629283489096,0.3280372619628906,tolokers,forest_fire,ff_b0.5_M1,500,15,1,4,10
XGBoost,3447,0.7270622022671753,0.3753082275291857,0.3956386292834891,0.2438192367553711,tolokers,forest_fire,ff_b0.5_M1,500,15,1,4,10
GCN,3447,0.7070380176179206,0.37647051252173885,0.367601246105919,5.321128606796265,tolokers,forest_fire,ff_b0.5_M2,500,15,2,4,15
GIN,3447,0.7368865382060522,0.38609142408984337,0.3847352024922118,1.9830217361450195,tolokers,forest_fire,ff_b0.5_M2,500,15,2,4,15
GraphSAGE,3447,0.76625177250162,0.41708920476711564,0.4252336448598131,2.44529128074646,tolokers,forest_fire,ff_b0.5_M2,500,15,2,4,15
XGBGraph,3447,0.7581738420785785,0.41760296581319156,0.4205607476635514,0.4095771312713623,tolokers,forest_fire,ff_b0.5_M2,500,15,2,4,15
XGBoost,3447,0.7240458993191967,0.3832764295103802,0.40498442367601245,0.28842639923095703,tolokers,forest_fire,ff_b0.5_M2,500,15,2,4,15
GCN,3447,0.6944810467723526,0.3513850341476434,0.3629283489096573,1.8274939060211182,tolokers,forest_fire,ff_b0.5_Minf,500,15,-1,4,15
GIN,3447,0.7327240401378418,0.36525047967936186,0.3862928348909657,1.2119896411895752,tolokers,forest_fire,ff_b0.5_Minf,500,15,-1,4,15
GraphSAGE,3447,0.7624193732054693,0.4218273836539875,0.42990654205607476,2.095431327819824,tolokers,forest_fire,ff_b0.5_Minf,500,15,-1,4,15
XGBGraph,3447,0.7523333984041385,0.42384385159034876,0.4485981308411215,0.3336524963378906,tolokers,forest_fire,ff_b0.5_Minf,500,15,-1,4,15
XGBoost,3447,0.7197932510729905,0.36720652312844315,0.40031152647975077,0.23209285736083984,tolokers,forest_fire,ff_b0.5_Minf,500,15,-1,4,15
GCN,3447,0.6766675749466555,0.337005358293,0.3629283489096573,3.4575181007385254,tolokers,forest_fire,ff_b0.7_M1,500,15,1,4,9
GIN,3447,0.7452393249988477,0.3899543930162367,0.40654205607476634,2.4653358459472656,tolokers,forest_fire,ff_b0.7_M1,500,15,1,4,9
GraphSAGE,3447,0.7525543680133612,0.41466429974501284,0.40186915887850466,1.72737717628479,tolokers,forest_fire,ff_b0.7_M1,500,15,1,4,9
XGBGraph,3447,0.7545895252271377,0.3891068717579904,0.4221183800623053,0.3582124710083008,tolokers,forest_fire,ff_b0.7_M1,500,15,1,4,9
XGBoost,3447,0.7279267628087813,0.37267436855686,0.3862928348909657,0.2605571746826172,tolokers,forest_fire,ff_b0.7_M1,500,15,1,4,9
GCN,3447,0.7000998430166825,0.3687822096031807,0.3442367601246106,4.575520038604736,tolokers,forest_fire,ff_b0.7_M2,500,15,2,4,13
GIN,3447,0.7372905194548152,0.37827182628422135,0.38161993769470404,1.38407301902771,tolokers,forest_fire,ff_b0.7_M2,500,15,2,4,13
GraphSAGE,3447,0.7314551594370291,0.37923969208927905,0.37694704049844235,2.389129638671875,tolokers,forest_fire,ff_b0.7_M2,500,15,2,4,13
XGBGraph,3447,0.7663429394109466,0.43040445225522567,0.43769470404984423,0.32279419898986816,tolokers,forest_fire,ff_b0.7_M2,500,15,2,4,13
XGBoost,3447,0.7396422190229075,0.38520125517325704,0.40965732087227413,0.27443552017211914,tolokers,forest_fire,ff_b0.7_M2,500,15,2,4,13
GCN,3447,0.6917199433883995,0.3435349820969546,0.34579439252336447,2.2246787548065186,tolokers,forest_fire,ff_b0.7_Minf,500,15,-1,4,15
GIN,3447,0.7369136510415396,0.36656472855453825,0.3707165109034268,2.58689284324646,tolokers,forest_fire,ff_b0.7_Minf,500,15,-1,4,15
GraphSAGE,3447,0.7388129051674354,0.3897762311712802,0.37383177570093457,1.4627223014831543,tolokers,forest_fire,ff_b0.7_Minf,500,15,-1,4,15
XGBGraph,3447,0.7512122826567325,0.4193283016898531,0.4127725856697819,0.2803022861480713,tolokers,forest_fire,ff_b0.7_Minf,500,15,-1,4,15
XGBoost,3447,0.7086142900910719,0.3603695007307295,0.3925233644859813,0.20345425605773926,tolokers,forest_fire,ff_b0.7_Minf,500,15,-1,4,15
GCN,3447,0.7143537384533212,0.36857515626610426,0.37383177570093457,4.312011480331421,tolokers,rwr,rwr_r0.1_M1,500,15,1,4,11
GIN,3447,0.7437325291666329,0.40098470186799906,0.3925233644859813,3.2516677379608154,tolokers,rwr,rwr_r0.1_M1,500,15,1,4,11
GraphSAGE,3447,0.7712354505746565,0.4305403189143502,0.4392523364485981,3.150136709213257,tolokers,rwr,rwr_r0.1_M1,500,15,1,4,11
XGBGraph,3447,0.7733834649661496,0.42200423486943006,0.4485981308411215,0.41267967224121094,tolokers,rwr,rwr_r0.1_M1,500,15,1,4,11
